,max_protest_time,initial_people,memory_T,contact_frequency,max_threshold,proportion_of_spreaders,dose-unit,Society-Type,red_ones
7537,1,300,1,0.5,3,0.1,1,"""Open""",70
7743,1,300,1,0.5,3,0.1,1,"""Open""",71
7845,1,300,1,0.5,3,0.1,1,"""Open""",71
7846,1,300,1,0.25,3,0.1,1,"""Open""",41
7883,1,300,1,0.5,3,0.1,1,"""Open""",57
7906,1,300,1,0.5,3,0.1,1,"""Open""",70
7940,1,300,1,0.5,3,0.1,1,"""Open""",71
7991,1,300,1,0.5,3,0.1,1,"""Open""",59
8414,1,300,1,0.5,3,0.1,1,"""Open""",70
8468,1,300,1,0.5,3,0.1,1,"""Open""",71
8557,1,300,1,0.5,3,0.1,1,"""Open""",67
8606,1,300,1,0.5,3,0.1,1,"""Open""",63
8630,1,300,1,0.5,3,0.1,1,"""Open""",60
8633,1,300,1,0.5,3,0.1,1,"""Open""",64
8728,1,300,1,0.5,3,0.1,1,"""Open""",66
9110,1,300,1,0.5,3,0.1,1,"""Open""",74
9154,1,300,1,0.5,3,0.1,1,"""Open""",70
9263,1,300,1,0.5,3,0.1,1,"""Open""",62
9279,1,300,1,0.5,3,0.1,1,"""Open""",67
9287,1,300,1,0.5,3,0.1,1,"""Open""",53
9423,1,300,1,0.5,3,0.1,1,"""Open""",61
9436,1,300,1,0.5,3,0.1,1,"""Open""",61
9797,1,300,1,0.5,3,0.1,1,"""Open""",61
9819,1,300,1,0.5,3,0.1,1,"""Open""",73
9919,1,300,1,0.5,3,0.1,1,"""Open""",60
9976,1,300,1,0.5,3,0.1,1,"""Open""",70
10054,1,300,1,0.5,3,0.1,1,"""Open""",71
10285,1,300,1,0.5,3,0.1,1,"""Open""",61
10296,1,300,1,0.5,3,0.1,1,"""Open""",65
10595,1,300,1,0.75,3,0.1,1,"""Open""",93
10632,1,300,1,0.75,3,0.1,1,"""Open""",78
10670,1,300,1,0.75,3,0.1,1,"""Open""",92
10739,1,300,1,0.75,3,0.1,1,"""Open""",92
10745,1,300,1,0.5,3,0.1,1,"""Open""",75
10804,1,300,1,0.75,3,0.1,1,"""Open""",82
10986,1,300,1,0.75,3,0.1,1,"""Open""",87
11012,1,300,1,0.75,3,0.1,1,"""Open""",82
11409,1,300,1,0.75,3,0.1,1,"""Open""",85
11422,1,300,1,0.75,3,0.1,1,"""Open""",85
11431,1,300,1,0.75,3,0.1,1,"""Open""",89
11464,1,300,1,0.75,3,0.1,1,"""Open""",81
11578,1,300,1,0.75,3,0.1,1,"""Open""",82
11762,1,300,1,0.75,3,0.1,1,"""Open""",86
11773,1,300,1,0.75,3,0.1,1,"""Open""",90
12141,1,300,1,0.75,3,0.1,1,"""Open""",94
12178,1,300,1,0.75,3,0.1,1,"""Open""",90
12203,1,300,1,0.75,3,0.1,1,"""Open""",86
12221,1,300,1,0.75,3,0.1,1,"""Open""",97
12246,1,300,1,0.75,3,0.1,1,"""Open""",87
12476,1,300,1,0.75,3,0.1,1,"""Open""",90
12481,1,300,1,0.75,3,0.1,1,"""Open""",89
12544,1,300,1,0.75,3,0.1,1,"""Open""",79
12952,1,300,1,0.75,3,0.1,1,"""Open""",84
12982,1,300,1,0.75,3,0.1,1,"""Open""",92
12987,1,300,1,0.75,3,0.1,1,"""Open""",83
13049,1,300,1,0.75,3,0.1,1,"""Open""",91
13226,1,300,1,0.75,3,0.1,1,"""Open""",95
13236,1,300,1,0.75,3,0.1,1,"""Open""",83
13297,1,300,1,0.75,3,0.1,1,"""Open""",97
13380,1,300,1,0.75,3,0.1,1,"""Open""",97
13698,1,300,1,0.75,3,0.1,1,"""Open""",92
13729,1,300,1,0.75,3,0.1,1,"""Open""",75
13743,1,300,1,0.75,3,0.1,1,"""Open""",86
13823,1,300,1,0.75,3,0.1,1,"""Open""",95
14015,1,300,1,0.75,3,0.1,1,"""Open""",83
14031,1,300,1,0.75,3,0.1,1,"""Open""",89
14102,1,300,1,0.75,3,0.1,1,"""Open""",105
14420,1,300,1,0.75,3,0.1,1,"""Open""",93
14441,1,300,1,0.75,3,0.1,1,"""Open""",89
14456,1,300,1,0.75,3,0.1,1,"""Open""",80
14549,1,300,1,0.75,3,0.1,1,"""Open""",95
14646,1,300,1,0.75,3,0.1,1,"""Open""",92
14795,1,300,1,0.75,3,0.1,1,"""Open""",84
14799,1,300,1,0.75,3,0.1,1,"""Open""",89
14820,1,300,1,0.75,3,0.1,1,"""Open""",86
15252,1,300,1,0.75,3,0.1,1,"""Open""",96
15310,1,300,1,0.75,3,0.1,1,"""Open""",94
15322,1,300,1,0.75,3,0.1,1,"""Open""",84
15446,1,300,1,0.75,3,0.1,1,"""Open""",88
15471,1,300,1,0.75,3,0.1,1,"""Open""",89
15561,1,300,2,0.25,3,0.1,1,"""Open""",70
15563,1,300,2,0.25,3,0.1,1,"""Open""",70
15796,1,300,2,0.25,3,0.1,1,"""Open""",78
15956,1,300,2,0.25,3,0.1,1,"""Open""",70
16003,1,300,2,0.25,3,0.1,1,"""Open""",83
16043,1,300,2,0.25,3,0.1,1,"""Open""",75
16277,1,300,2,0.25,3,0.1,1,"""Open""",77
16296,1,300,2,0.25,3,0.1,1,"""Open""",73
16302,1,300,2,0.25,3,0.1,1,"""Open""",72
16454,1,300,2,0.25,3,0.1,1,"""Open""",75
16549,1,300,2,0.25,3,0.1,1,"""Open""",70
16727,1,300,2,0.25,3,0.1,1,"""Open""",74
16755,1,300,2,0.25,3,0.1,1,"""Open""",86
16993,1,300,2,0.25,3,0.1,1,"""Open""",66
17054,1,300,2,0.25,3,0.1,1,"""Open""",68
17126,1,300,2,0.25,3,0.1,1,"""Open""",79
17201,1,300,2,0.25,3,0.1,1,"""Open""",83
17236,1,300,2,0.25,3,0.1,1,"""Open""",77
17343,1,300,2,0.25,3,0.1,1,"""Open""",76
17546,1,300,2,0.25,3,0.1,1,"""Open""",66
17548,1,300,2,0.25,3,0.1,1,"""Open""",64
17784,1,300,2,0.25,3,0.1,1,"""Open""",72
17819,1,300,2,0.25,3,0.1,1,"""Open""",71
17898,1,300,2,0.25,3,0.1,1,"""Open""",70
17972,1,300,2,0.25,3,0.1,1,"""Open""",76
17987,1,300,2,0.25,3,0.1,1,"""Open""",68
18302,1,300,2,0.25,3,0.1,1,"""Open""",62
18326,1,300,2,0.25,3,0.1,1,"""Open""",73
18513,1,300,2,0.25,3,0.1,1,"""Open""",71
18569,1,300,2,0.25,3,0.1,1,"""Open""",83
18642,1,300,2,0.25,3,0.1,1,"""Open""",67
18661,1,300,2,0.25,3,0.1,1,"""Open""",82
18720,1,300,2,0.25,3,0.1,1,"""Open""",66
18736,1,300,2,0.25,3,0.1,1,"""Open""",76
19069,1,300,2,0.25,3,0.1,1,"""Open""",75
19221,1,300,2,0.25,3,0.1,1,"""Open""",67
19308,1,300,2,0.25,3,0.1,1,"""Open""",79
19375,1,300,2,0.25,3,0.1,1,"""Open""",71
19437,1,300,2,0.25,3,0.1,1,"""Open""",70
19484,1,300,2,0.25,3,0.1,1,"""Open""",66
19567,1,300,2,0.25,3,0.1,1,"""Open""",65
19638,1,300,2,0.25,3,0.1,1,"""Open""",66
19818,1,300,2,0.25,3,0.1,1,"""Open""",83
20089,1,300,2,0.25,3,0.1,1,"""Open""",59
20124,1,300,2,0.25,3,0.1,1,"""Open""",82
20201,1,300,2,0.25,3,0.1,1,"""Open""",76
20202,1,300,2,0.25,3,0.1,1,"""Open""",72
20214,1,300,2,0.25,3,0.1,1,"""Open""",69
20334,1,300,2,0.25,3,0.1,1,"""Open""",72
20506,1,300,2,0.25,3,0.1,1,"""Open""",66
20527,1,300,2,0.5,3,0.1,1,"""Open""",104
20769,1,300,2,0.5,3,0.1,1,"""Open""",95
20830,1,300,2,0.5,3,0.1,1,"""Open""",100
21084,1,300,2,0.5,3,0.1,1,"""Open""",109
21151,1,300,2,0.5,3,0.1,1,"""Open""",100
21171,1,300,2,0.5,3,0.1,1,"""Open""",111
21247,1,300,2,0.5,3,0.1,1,"""Open""",105
21255,1,300,2,0.5,3,0.1,1,"""Open""",108
21462,1,300,2,0.5,3,0.1,1,"""Open""",99
21490,1,300,2,0.5,3,0.1,1,"""Open""",94
21567,1,300,2,0.5,3,0.1,1,"""Open""",106
21798,1,300,2,0.5,3,0.1,1,"""Open""",87
21916,1,300,2,0.5,3,0.1,1,"""Open""",98
21980,1,300,2,0.5,3,0.1,1,"""Open""",100
22073,1,300,2,0.5,3,0.1,1,"""Open""",90
22094,1,300,2,0.5,3,0.1,1,"""Open""",90
22293,1,300,2,0.5,3,0.1,1,"""Open""",87
22422,1,300,2,0.5,3,0.1,1,"""Open""",115
22426,1,300,2,0.5,3,0.1,1,"""Open""",99
22522,1,300,2,0.5,3,0.1,1,"""Open""",107
22618,1,300,2,0.5,3,0.1,1,"""Open""",99
22743,1,300,2,0.5,3,0.1,1,"""Open""",94
22859,1,300,2,0.5,3,0.1,1,"""Open""",107
22927,1,300,2,0.5,3,0.1,1,"""Open""",102
23061,1,300,2,0.5,3,0.1,1,"""Open""",93
23208,1,300,2,0.5,3,0.1,1,"""Open""",105
23213,1,300,2,0.5,3,0.1,1,"""Open""",101
23404,1,300,2,0.5,3,0.1,1,"""Open""",100
23493,1,300,2,0.5,3,0.1,1,"""Open""",105
23677,1,300,2,0.5,3,0.1,1,"""Open""",86
23695,1,300,2,0.5,3,0.1,1,"""Open""",95
23718,1,300,2,0.5,3,0.1,1,"""Open""",93
23826,1,300,2,0.5,3,0.1,1,"""Open""",94
23986,1,300,2,0.5,3,0.1,1,"""Open""",111
23987,1,300,2,0.5,3,0.1,1,"""Open""",98
24140,1,300,2,0.5,3,0.1,1,"""Open""",108
24215,1,300,2,0.5,3,0.1,1,"""Open""",111
24453,1,300,2,0.5,3,0.1,1,"""Open""",104
24492,1,300,2,0.5,3,0.1,1,"""Open""",108
24571,1,300,2,0.5,3,0.1,1,"""Open""",102
24654,1,300,2,0.5,3,0.1,1,"""Open""",110
24703,1,300,2,0.5,3,0.1,1,"""Open""",104
24905,1,300,2,0.5,3,0.1,1,"""Open""",91
24942,1,300,2,0.5,3,0.1,1,"""Open""",102
24958,1,300,2,0.5,3,0.1,1,"""Open""",100
25208,1,300,2,0.5,3,0.1,1,"""Open""",98
25302,1,300,2,0.5,3,0.1,1,"""Open""",109
25417,1,300,2,0.5,3,0.1,1,"""Open""",102
25540,1,300,2,0.5,3,0.1,1,"""Open""",87
25553,1,300,2,0.5,3,0.1,1,"""Open""",92
25692,1,300,2,0.75,3,0.1,1,"""Open""",121
25778,1,300,2,0.75,3,0.1,1,"""Open""",117
25793,1,300,2,0.75,3,0.1,1,"""Open""",123
26000,1,300,2,0.75,3,0.1,1,"""Open""",125
26144,1,300,2,0.75,3,0.1,1,"""Open""",128
26154,1,300,2,0.75,3,0.1,1,"""Open""",120
26317,1,300,2,0.75,3,0.1,1,"""Open""",119
26455,1,300,2,0.75,3,0.1,1,"""Open""",127
26477,1,300,2,0.75,3,0.1,1,"""Open""",128
26582,1,300,2,0.75,3,0.1,1,"""Open""",135
26606,1,300,2,0.75,3,0.1,1,"""Open""",118
26893,1,300,2,0.75,3,0.1,1,"""Open""",121
26896,1,300,2,0.75,3,0.1,1,"""Open""",104
26996,1,300,2,0.75,3,0.1,1,"""Open""",120
27012,1,300,2,0.75,3,0.1,1,"""Open""",125
27269,1,300,2,0.75,3,0.1,1,"""Open""",107
27379,1,300,2,0.75,3,0.1,1,"""Open""",107
27380,1,300,2,0.75,3,0.1,1,"""Open""",117
27482,1,300,2,0.75,3,0.1,1,"""Open""",124
27592,1,300,2,0.75,3,0.1,1,"""Open""",115
27722,1,300,2,0.75,3,0.1,1,"""Open""",114
27729,1,300,2,0.75,3,0.1,1,"""Open""",124
27998,1,300,2,0.75,3,0.1,1,"""Open""",111
28052,1,300,2,0.75,3,0.1,1,"""Open""",119
28145,1,300,2,0.75,3,0.1,1,"""Open""",118
28226,1,300,2,0.75,3,0.1,1,"""Open""",126
28245,1,300,2,0.75,3,0.1,1,"""Open""",110
28388,1,300,2,0.75,3,0.1,1,"""Open""",120
28508,1,300,2,0.75,3,0.1,1,"""Open""",118
28566,1,300,2,0.75,3,0.1,1,"""Open""",114
28825,1,300,2,0.75,3,0.1,1,"""Open""",111
28847,1,300,2,0.75,3,0.1,1,"""Open""",106
28984,1,300,2,0.75,3,0.1,1,"""Open""",114
29023,1,300,2,0.75,3,0.1,1,"""Open""",127
29193,1,300,2,0.75,3,0.1,1,"""Open""",124
29264,1,300,2,0.75,3,0.1,1,"""Open""",116
29311,1,300,2,0.75,3,0.1,1,"""Open""",117
29335,1,300,2,0.75,3,0.1,1,"""Open""",130
29579,1,300,2,0.75,3,0.1,1,"""Open""",107
29586,1,300,2,0.75,3,0.1,1,"""Open""",125
29746,1,300,2,0.75,3,0.1,1,"""Open""",124
29749,1,300,2,0.75,3,0.1,1,"""Open""",125
29951,1,300,2,0.75,3,0.1,1,"""Open""",114
30091,1,300,2,0.75,3,0.1,1,"""Open""",103
30261,1,300,2,0.75,3,0.1,1,"""Open""",118
30268,1,300,2,0.75,3,0.1,1,"""Open""",111
30329,1,300,2,0.75,3,0.1,1,"""Open""",119
30357,1,300,2,0.75,3,0.1,1,"""Open""",119
30510,1,300,2,0.75,3,0.1,1,"""Open""",114
30517,1,300,2,0.75,3,0.1,1,"""Open""",117
30751,1,300,3,0.25,3,0.1,1,"""Open""",102
30856,1,300,3,0.25,3,0.1,1,"""Open""",103
31064,1,300,3,0.25,3,0.1,1,"""Open""",102
31082,1,300,3,0.25,3,0.1,1,"""Open""",94
31127,1,300,3,0.25,3,0.1,1,"""Open""",98
31271,1,300,3,0.25,3,0.1,1,"""Open""",104
31283,1,300,3,0.25,3,0.1,1,"""Open""",107
31458,1,300,3,0.25,3,0.1,1,"""Open""",102
31522,1,300,3,0.25,3,0.1,1,"""Open""",95
31747,1,300,3,0.25,3,0.1,1,"""Open""",87
31789,1,300,3,0.25,3,0.1,1,"""Open""",87
31835,1,300,3,0.25,3,0.1,1,"""Open""",92
31885,1,300,3,0.25,3,0.1,1,"""Open""",99
32022,1,300,3,0.25,3,0.1,1,"""Open""",97
32030,1,300,3,0.25,3,0.1,1,"""Open""",110
32341,1,300,3,0.25,3,0.1,1,"""Open""",97
32452,1,300,3,0.25,3,0.1,1,"""Open""",118
32512,1,300,3,0.25,3,0.1,1,"""Open""",108
32583,1,300,3,0.25,3,0.1,1,"""Open""",95
32655,1,300,3,0.25,3,0.1,1,"""Open""",104
32662,1,300,3,0.25,3,0.1,1,"""Open""",125
32812,1,300,3,0.25,3,0.1,1,"""Open""",83
32856,1,300,3,0.25,3,0.1,1,"""Open""",112
33137,1,300,3,0.25,3,0.1,1,"""Open""",102
33267,1,300,3,0.25,3,0.1,1,"""Open""",100
33369,1,300,3,0.25,3,0.1,1,"""Open""",99
33402,1,300,3,0.25,3,0.1,1,"""Open""",97
33447,1,300,3,0.25,3,0.1,1,"""Open""",91
33564,1,300,3,0.25,3,0.1,1,"""Open""",86
33594,1,300,3,0.25,3,0.1,1,"""Open""",89
33731,1,300,3,0.25,3,0.1,1,"""Open""",110
33868,1,300,3,0.25,3,0.1,1,"""Open""",100
34027,1,300,3,0.25,3,0.1,1,"""Open""",102
34142,1,300,3,0.25,3,0.1,1,"""Open""",105
34261,1,300,3,0.25,3,0.1,1,"""Open""",90
34273,1,300,3,0.25,3,0.1,1,"""Open""",99
34346,1,300,3,0.25,3,0.1,1,"""Open""",91
34477,1,300,3,0.25,3,0.1,1,"""Open""",105
34482,1,300,3,0.25,3,0.1,1,"""Open""",101
34768,1,300,3,0.25,3,0.1,1,"""Open""",110
34832,1,300,3,0.25,3,0.1,1,"""Open""",96
34943,1,300,3,0.25,3,0.1,1,"""Open""",103
34958,1,300,3,0.25,3,0.1,1,"""Open""",90
35082,1,300,3,0.25,3,0.1,1,"""Open""",104
35155,1,300,3,0.25,3,0.1,1,"""Open""",100
35279,1,300,3,0.25,3,0.1,1,"""Open""",113
35281,1,300,3,0.25,3,0.1,1,"""Open""",95
35537,1,300,3,0.25,3,0.1,1,"""Open""",102
35693,1,300,3,0.25,3,0.1,1,"""Open""",94
35744,1,300,3,0.5,3,0.1,1,"""Open""",122
35769,1,300,3,0.25,3,0.1,1,"""Open""",101
35900,1,300,3,0.5,3,0.1,1,"""Open""",137
36040,1,300,3,0.5,3,0.1,1,"""Open""",115
36063,1,300,3,0.5,3,0.1,1,"""Open""",132
36095,1,300,3,0.5,3,0.1,1,"""Open""",135
36304,1,300,3,0.5,3,0.1,1,"""Open""",123
36462,1,300,3,0.5,3,0.1,1,"""Open""",124
36519,1,300,3,0.5,3,0.1,1,"""Open""",125
36590,1,300,3,0.5,3,0.1,1,"""Open""",130
36691,1,300,3,0.5,3,0.1,1,"""Open""",115
36807,1,300,3,0.5,3,0.1,1,"""Open""",125
36851,1,300,3,0.5,3,0.1,1,"""Open""",125
36970,1,300,3,0.5,3,0.1,1,"""Open""",123
37192,1,300,3,0.5,3,0.1,1,"""Open""",118
37206,1,300,3,0.5,3,0.1,1,"""Open""",121
37320,1,300,3,0.5,3,0.1,1,"""Open""",115
37455,1,300,3,0.5,3,0.1,1,"""Open""",116
37500,1,300,3,0.5,3,0.1,1,"""Open""",116
37575,1,300,3,0.5,3,0.1,1,"""Open""",133
37610,1,300,3,0.5,3,0.1,1,"""Open""",120
37863,1,300,3,0.5,3,0.1,1,"""Open""",130
37994,1,300,3,0.5,3,0.1,1,"""Open""",127
38008,1,300,3,0.5,3,0.1,1,"""Open""",119
38142,1,300,3,0.5,3,0.1,1,"""Open""",125
38212,1,300,3,0.5,3,0.1,1,"""Open""",113
38224,1,300,3,0.5,3,0.1,1,"""Open""",122
38354,1,300,3,0.5,3,0.1,1,"""Open""",134
38374,1,300,3,0.5,3,0.1,1,"""Open""",106
38771,1,300,3,0.5,3,0.1,1,"""Open""",115
38796,1,300,3,0.5,3,0.1,1,"""Open""",116
38906,1,300,3,0.5,3,0.1,1,"""Open""",123
38919,1,300,3,0.5,3,0.1,1,"""Open""",127
39008,1,300,3,0.5,3,0.1,1,"""Open""",122
39026,1,300,3,0.5,3,0.1,1,"""Open""",126
39148,1,300,3,0.5,3,0.1,1,"""Open""",118
39153,1,300,3,0.5,3,0.1,1,"""Open""",131
39561,1,300,3,0.5,3,0.1,1,"""Open""",120
39661,1,300,3,0.5,3,0.1,1,"""Open""",126
39689,1,300,3,0.5,3,0.1,1,"""Open""",134
39791,1,300,3,0.5,3,0.1,1,"""Open""",118
39805,1,300,3,0.5,3,0.1,1,"""Open""",115
39863,1,300,3,0.5,3,0.1,1,"""Open""",133
39940,1,300,3,0.5,3,0.1,1,"""Open""",115
39978,1,300,3,0.5,3,0.1,1,"""Open""",123
40372,1,300,3,0.5,3,0.1,1,"""Open""",125
40471,1,300,3,0.5,3,0.1,1,"""Open""",129
40496,1,300,3,0.5,3,0.1,1,"""Open""",131
40515,1,300,3,0.5,3,0.1,1,"""Open""",134
40519,1,300,3,0.5,3,0.1,1,"""Open""",139
40727,1,300,3,0.75,3,0.1,1,"""Open""",124
40749,1,300,3,0.75,3,0.1,1,"""Open""",137
40994,1,300,3,0.5,3,0.1,1,"""Open""",121
41184,1,300,3,0.75,3,0.1,1,"""Open""",122
41279,1,300,3,0.75,3,0.1,1,"""Open""",132
41281,1,300,3,0.75,3,0.1,1,"""Open""",133
41290,1,300,3,0.75,3,0.1,1,"""Open""",144
41341,1,300,3,0.75,3,0.1,1,"""Open""",121
41513,1,300,3,0.75,3,0.1,1,"""Open""",133
41546,1,300,3,0.75,3,0.1,1,"""Open""",128
41971,1,300,3,0.75,3,0.1,1,"""Open""",130
41983,1,300,3,0.75,3,0.1,1,"""Open""",133
42020,1,300,3,0.75,3,0.1,1,"""Open""",130
42042,1,300,3,0.75,3,0.1,1,"""Open""",122
42052,1,300,3,0.75,3,0.1,1,"""Open""",136
42138,1,300,3,0.75,3,0.1,1,"""Open""",126
42271,1,300,3,0.75,3,0.1,1,"""Open""",130
42301,1,300,3,0.75,3,0.1,1,"""Open""",138
42791,1,300,3,0.75,3,0.1,1,"""Open""",129
42819,1,300,3,0.75,3,0.1,1,"""Open""",132
42820,1,300,3,0.75,3,0.1,1,"""Open""",126
42848,1,300,3,0.75,3,0.1,1,"""Open""",138
42883,1,300,3,0.75,3,0.1,1,"""Open""",129
42926,1,300,3,0.75,3,0.1,1,"""Open""",127
43048,1,300,3,0.75,3,0.1,1,"""Open""",122
43142,1,300,3,0.75,3,0.1,1,"""Open""",121
43580,1,300,3,0.75,3,0.1,1,"""Open""",117
43619,1,300,3,0.75,3,0.1,1,"""Open""",124
43634,1,300,3,0.75,3,0.1,1,"""Open""",129
43732,1,300,3,0.75,3,0.1,1,"""Open""",122
43760,1,300,3,0.75,3,0.1,1,"""Open""",133
43767,1,300,3,0.75,3,0.1,1,"""Open""",120
43800,1,300,3,0.75,3,0.1,1,"""Open""",134
43919,1,300,3,0.75,3,0.1,1,"""Open""",117
44369,1,300,3,0.75,3,0.1,1,"""Open""",135
44393,1,300,3,0.75,3,0.1,1,"""Open""",120
44462,1,300,3,0.75,3,0.1,1,"""Open""",123
44499,1,300,3,0.75,3,0.1,1,"""Open""",132
44535,1,300,3,0.75,3,0.1,1,"""Open""",131
44536,1,300,3,0.75,3,0.1,1,"""Open""",136
44651,1,300,3,0.75,3,0.1,1,"""Open""",126
44861,1,300,3,0.75,3,0.1,1,"""Open""",137
45156,1,300,3,0.75,3,0.1,1,"""Open""",129
45189,1,300,3,0.75,3,0.1,1,"""Open""",139
45217,1,300,3,0.75,3,0.1,1,"""Open""",131
45308,1,300,3,0.75,3,0.1,1,"""Open""",132
45332,1,300,3,0.75,3,0.1,1,"""Open""",135
45342,1,300,3,0.75,3,0.1,1,"""Open""",126
45587,1,300,3,0.75,3,0.1,1,"""Open""",137
45659,1,300,3,0.75,3,0.1,1,"""Open""",127
45958,2,300,1,0.25,3,0.1,1,"""Open""",65
45976,1,300,3,0.75,3,0.1,1,"""Open""",125
46011,2,300,1,0.25,3,0.1,1,"""Open""",65
46065,2,300,1,0.25,3,0.1,1,"""Open""",77
46098,2,300,1,0.25,3,0.1,1,"""Open""",58
46117,2,300,1,0.25,3,0.1,1,"""Open""",80
46436,2,300,1,0.25,3,0.1,1,"""Open""",69
46531,2,300,1,0.25,3,0.1,1,"""Open""",62
46742,2,300,1,0.25,3,0.1,1,"""Open""",75
46776,2,300,1,0.25,3,0.1,1,"""Open""",78
46827,2,300,1,0.25,3,0.1,1,"""Open""",64
46843,2,300,1,0.25,3,0.1,1,"""Open""",51
46948,2,300,1,0.25,3,0.1,1,"""Open""",68
47055,2,300,1,0.25,3,0.1,1,"""Open""",67
47183,2,300,1,0.25,3,0.1,1,"""Open""",66
47389,2,300,1,0.25,3,0.1,1,"""Open""",70
47529,2,300,1,0.25,3,0.1,1,"""Open""",67
47531,2,300,1,0.25,3,0.1,1,"""Open""",66
47594,2,300,1,0.25,3,0.1,1,"""Open""",66
47661,2,300,1,0.25,3,0.1,1,"""Open""",66
47767,2,300,1,0.25,3,0.1,1,"""Open""",71
47781,2,300,1,0.25,3,0.1,1,"""Open""",56
47964,2,300,1,0.25,3,0.1,1,"""Open""",76
48287,2,300,1,0.25,3,0.1,1,"""Open""",58
48335,2,300,1,0.25,3,0.1,1,"""Open""",65
48346,2,300,1,0.25,3,0.1,1,"""Open""",80
48356,2,300,1,0.25,3,0.1,1,"""Open""",68
48490,2,300,1,0.25,3,0.1,1,"""Open""",66
48551,2,300,1,0.25,3,0.1,1,"""Open""",59
48659,2,300,1,0.25,3,0.1,1,"""Open""",52
48769,2,300,1,0.25,3,0.1,1,"""Open""",60
49045,2,300,1,0.25,3,0.1,1,"""Open""",69
49139,2,300,1,0.25,3,0.1,1,"""Open""",60
49185,2,300,1,0.25,3,0.1,1,"""Open""",70
49229,2,300,1,0.25,3,0.1,1,"""Open""",61
49310,2,300,1,0.25,3,0.1,1,"""Open""",62
49373,2,300,1,0.25,3,0.1,1,"""Open""",70
49416,2,300,1,0.25,3,0.1,1,"""Open""",75
49528,2,300,1,0.25,3,0.1,1,"""Open""",81
49826,2,300,1,0.25,3,0.1,1,"""Open""",72
49840,2,300,1,0.25,3,0.1,1,"""Open""",61
50039,2,300,1,0.25,3,0.1,1,"""Open""",72
50087,2,300,1,0.25,3,0.1,1,"""Open""",67
50137,2,300,1,0.25,3,0.1,1,"""Open""",63
50162,2,300,1,0.25,3,0.1,1,"""Open""",65
50310,2,300,1,0.25,3,0.1,1,"""Open""",62
50343,2,300,1,0.25,3,0.1,1,"""Open""",76
50590,2,300,1,0.25,3,0.1,1,"""Open""",65
50606,2,300,1,0.25,3,0.1,1,"""Open""",59
50825,2,300,1,0.25,3,0.1,1,"""Open""",66
50896,2,300,1,0.25,3,0.1,1,"""Open""",72
50909,2,300,1,0.5,3,0.1,1,"""Open""",95
50951,2,300,1,0.5,3,0.1,1,"""Open""",82
51161,2,300,1,0.5,3,0.1,1,"""Open""",101
51312,2,300,1,0.5,3,0.1,1,"""Open""",111
51340,2,300,1,0.5,3,0.1,1,"""Open""",114
51424,2,300,1,0.5,3,0.1,1,"""Open""",100
51606,2,300,1,0.5,3,0.1,1,"""Open""",96
51650,2,300,1,0.5,3,0.1,1,"""Open""",91
51697,2,300,1,0.5,3,0.1,1,"""Open""",92
51722,2,300,1,0.5,3,0.1,1,"""Open""",89
52075,2,300,1,0.5,3,0.1,1,"""Open""",119
52128,2,300,1,0.5,3,0.1,1,"""Open""",107
52266,2,300,1,0.5,3,0.1,1,"""Open""",123
52304,2,300,1,0.5,3,0.1,1,"""Open""",90
52348,2,300,1,0.5,3,0.1,1,"""Open""",100
52375,2,300,1,0.5,3,0.1,1,"""Open""",99
52439,2,300,1,0.5,3,0.1,1,"""Open""",102
52471,2,300,1,0.5,3,0.1,1,"""Open""",90
52832,2,300,1,0.5,3,0.1,1,"""Open""",92
53003,2,300,1,0.5,3,0.1,1,"""Open""",127
53023,2,300,1,0.5,3,0.1,1,"""Open""",84
53041,2,300,1,0.5,3,0.1,1,"""Open""",98
53127,2,300,1,0.5,3,0.1,1,"""Open""",92
53226,2,300,1,0.5,3,0.1,1,"""Open""",90
53228,2,300,1,0.5,3,0.1,1,"""Open""",80
53323,2,300,1,0.5,3,0.1,1,"""Open""",83
53665,2,300,1,0.5,3,0.1,1,"""Open""",100
53802,2,300,1,0.5,3,0.1,1,"""Open""",101
53838,2,300,1,0.5,3,0.1,1,"""Open""",101
53913,2,300,1,0.5,3,0.1,1,"""Open""",98
53925,2,300,1,0.5,3,0.1,1,"""Open""",113
54016,2,300,1,0.5,3,0.1,1,"""Open""",103
54019,2,300,1,0.5,3,0.1,1,"""Open""",101
54194,2,300,1,0.5,3,0.1,1,"""Open""",107
54544,2,300,1,0.5,3,0.1,1,"""Open""",122
54576,2,300,1,0.5,3,0.1,1,"""Open""",84
54613,2,300,1,0.5,3,0.1,1,"""Open""",90
54730,2,300,1,0.5,3,0.1,1,"""Open""",99
54778,2,300,1,0.5,3,0.1,1,"""Open""",109
54831,2,300,1,0.5,3,0.1,1,"""Open""",97
54834,2,300,1,0.5,3,0.1,1,"""Open""",80
54999,2,300,1,0.5,3,0.1,1,"""Open""",119
55349,2,300,1,0.5,3,0.1,1,"""Open""",82
55366,2,300,1,0.5,3,0.1,1,"""Open""",104
55424,2,300,1,0.5,3,0.1,1,"""Open""",111
55526,2,300,1,0.5,3,0.1,1,"""Open""",114
55582,2,300,1,0.5,3,0.1,1,"""Open""",110
55602,2,300,1,0.5,3,0.1,1,"""Open""",96
55711,2,300,1,0.5,3,0.1,1,"""Open""",100
55781,2,300,1,0.5,3,0.1,1,"""Open""",94
