,max_protest_time,initial_people,memory_T,contact_frequency,max_threshold,proportion_of_spreaders,dose-unit,Society-Type,red_ones
230392,2,300,3,0.25,3,0.02,1,"""Closed""",18
230749,2,300,3,0.25,3,0.02,1,"""Closed""",14
230755,2,300,3,0.25,3,0.02,1,"""Closed""",19
230804,2,300,3,0.25,3,0.02,1,"""Closed""",20
230825,2,300,3,0.25,3,0.02,1,"""Closed""",26
230868,2,300,3,0.25,3,0.02,1,"""Closed""",16
230894,2,300,3,0.25,3,0.02,1,"""Closed""",17
230983,2,300,3,0.25,3,0.02,1,"""Closed""",26
231165,2,300,3,0.25,3,0.02,1,"""Closed""",13
231491,2,300,3,0.25,3,0.02,1,"""Closed""",30
231515,2,300,3,0.25,3,0.02,1,"""Closed""",13
231542,2,300,3,0.25,3,0.02,1,"""Closed""",20
231568,2,300,3,0.25,3,0.02,1,"""Closed""",17
231648,2,300,3,0.25,3,0.02,1,"""Closed""",10
231776,2,300,3,0.25,3,0.02,1,"""Closed""",17
231946,2,300,3,0.25,3,0.02,1,"""Closed""",12
232047,2,300,3,0.25,3,0.02,1,"""Closed""",16
232303,2,300,3,0.25,3,0.02,1,"""Closed""",18
232315,2,300,3,0.25,3,0.02,1,"""Closed""",13
232325,2,300,3,0.25,3,0.02,1,"""Closed""",15
232389,2,300,3,0.25,3,0.02,1,"""Closed""",13
232415,2,300,3,0.25,3,0.02,1,"""Closed""",21
232589,2,300,3,0.25,3,0.02,1,"""Closed""",25
232704,2,300,3,0.25,3,0.02,1,"""Normal""",47
232936,2,300,3,0.25,3,0.02,1,"""Normal""",61
233100,2,300,3,0.25,3,0.02,1,"""Normal""",57
233120,2,300,3,0.25,3,0.02,1,"""Normal""",44
233129,2,300,3,0.25,3,0.02,1,"""Normal""",54
233187,2,300,3,0.25,3,0.02,1,"""Normal""",47
233211,2,300,3,0.25,3,0.02,1,"""Normal""",48
233367,2,300,3,0.25,3,0.02,1,"""Normal""",51
233502,2,300,3,0.25,3,0.02,1,"""Normal""",46
233865,2,300,3,0.25,3,0.02,1,"""Normal""",45
233911,2,300,3,0.25,3,0.02,1,"""Normal""",49
233912,2,300,3,0.25,3,0.02,1,"""Normal""",43
233939,2,300,3,0.25,3,0.02,1,"""Normal""",46
233991,2,300,3,0.25,3,0.02,1,"""Normal""",53
234099,2,300,3,0.25,3,0.02,1,"""Normal""",33
234130,2,300,3,0.25,3,0.02,1,"""Normal""",60
234312,2,300,3,0.25,3,0.02,1,"""Normal""",41
234610,2,300,3,0.25,3,0.02,1,"""Normal""",50
234650,2,300,3,0.25,3,0.02,1,"""Normal""",43
234736,2,300,3,0.25,3,0.02,1,"""Normal""",46
234770,2,300,3,0.25,3,0.02,1,"""Normal""",33
234815,2,300,3,0.25,3,0.02,1,"""Normal""",58
234912,2,300,3,0.25,3,0.02,1,"""Normal""",47
234971,2,300,3,0.25,3,0.02,1,"""Normal""",52
235074,2,300,3,0.25,3,0.02,1,"""Normal""",42
235452,2,300,3,0.25,3,0.02,1,"""Normal""",38
235456,2,300,3,0.25,3,0.02,1,"""Normal""",32
235504,2,300,3,0.25,3,0.02,1,"""Normal""",51
235545,2,300,3,0.25,3,0.02,1,"""Normal""",38
235663,2,300,3,0.25,3,0.02,1,"""Normal""",40
235710,2,300,3,0.25,3,0.02,1,"""Normal""",65
235793,2,300,3,0.25,3,0.02,1,"""Normal""",52
235900,2,300,3,0.25,3,0.02,1,"""Normal""",46
236242,2,300,3,0.25,3,0.02,1,"""Normal""",44
236257,2,300,3,0.25,3,0.02,1,"""Normal""",45
236311,2,300,3,0.25,3,0.02,1,"""Normal""",54
236347,2,300,3,0.25,3,0.02,1,"""Normal""",26
236451,2,300,3,0.25,3,0.02,1,"""Normal""",47
236573,2,300,3,0.25,3,0.02,1,"""Normal""",40
236613,2,300,3,0.25,3,0.02,1,"""Normal""",71
236905,2,300,3,0.25,3,0.02,1,"""Normal""",34
236992,2,300,3,0.25,3,0.02,1,"""Normal""",34
237024,2,300,3,0.25,3,0.02,1,"""Normal""",39
237049,2,300,3,0.25,3,0.02,1,"""Normal""",52
237140,2,300,3,0.25,3,0.02,1,"""Normal""",53
237288,2,300,3,0.25,3,0.02,1,"""Normal""",36
237312,2,300,3,0.25,3,0.02,1,"""Normal""",49
237314,2,300,3,0.25,3,0.02,1,"""Normal""",37
237694,2,300,3,0.25,3,0.02,1,"""Normal""",46
237783,2,300,3,0.25,3,0.02,1,"""Open""",119
237831,2,300,3,0.25,3,0.02,1,"""Open""",111
237951,2,300,3,0.25,3,0.02,1,"""Open""",104
238002,2,300,3,0.25,3,0.02,1,"""Open""",120
238040,2,300,3,0.25,3,0.02,1,"""Normal""",48
238059,2,300,3,0.25,3,0.02,1,"""Open""",113
238341,2,300,3,0.25,3,0.02,1,"""Open""",109
238453,2,300,3,0.25,3,0.02,1,"""Open""",108
238538,2,300,3,0.25,3,0.02,1,"""Open""",91
238600,2,300,3,0.25,3,0.02,1,"""Open""",114
238734,2,300,3,0.25,3,0.02,1,"""Open""",118
238764,2,300,3,0.25,3,0.02,1,"""Open""",102
238805,2,300,3,0.25,3,0.02,1,"""Open""",89
239071,2,300,3,0.25,3,0.02,1,"""Open""",114
239187,2,300,3,0.25,3,0.02,1,"""Open""",129
239223,2,300,3,0.25,3,0.02,1,"""Open""",104
239253,2,300,3,0.25,3,0.02,1,"""Open""",105
239455,2,300,3,0.25,3,0.02,1,"""Open""",111
239579,2,300,3,0.25,3,0.02,1,"""Open""",114
239605,2,300,3,0.25,3,0.02,1,"""Open""",111
239628,2,300,3,0.25,3,0.02,1,"""Open""",97
239842,2,300,3,0.25,3,0.02,1,"""Open""",109
239979,2,300,3,0.25,3,0.02,1,"""Open""",104
239982,2,300,3,0.25,3,0.02,1,"""Open""",119
240081,2,300,3,0.25,3,0.02,1,"""Open""",93
240268,2,300,3,0.25,3,0.02,1,"""Open""",86
240312,2,300,3,0.25,3,0.02,1,"""Open""",109
240407,2,300,3,0.25,3,0.02,1,"""Open""",106
240576,2,300,3,0.25,3,0.02,1,"""Open""",86
240647,2,300,3,0.25,3,0.02,1,"""Open""",95
240675,2,300,3,0.25,3,0.02,1,"""Open""",114
240713,2,300,3,0.25,3,0.02,1,"""Open""",129
241068,2,300,3,0.25,3,0.02,1,"""Open""",124
241106,2,300,3,0.25,3,0.02,1,"""Open""",97
241199,2,300,3,0.25,3,0.02,1,"""Open""",90
241220,2,300,3,0.25,3,0.02,1,"""Open""",121
241315,2,300,3,0.25,3,0.02,1,"""Open""",127
241381,2,300,3,0.25,3,0.02,1,"""Open""",108
241429,2,300,3,0.25,3,0.02,1,"""Open""",120
241449,2,300,3,0.25,3,0.02,1,"""Open""",119
241902,2,300,3,0.25,3,0.02,1,"""Open""",102
241941,2,300,3,0.25,3,0.02,1,"""Open""",117
241951,2,300,3,0.25,3,0.02,1,"""Open""",124
242133,2,300,3,0.25,3,0.02,1,"""Open""",92
242151,2,300,3,0.25,3,0.02,1,"""Open""",110
242152,2,300,3,0.25,3,0.02,1,"""Open""",109
242218,2,300,3,0.25,3,0.02,1,"""Open""",118
242410,2,300,3,0.25,3,0.02,1,"""Open""",101
242648,2,300,3,0.25,3,0.02,1,"""Open""",113
242709,2,300,3,0.25,3,0.02,1,"""Open""",86
242778,2,300,3,0.25,3,0.02,1,"""Open""",109
242913,2,300,3,0.5,3,0.02,1,"""Closed""",78
242936,2,300,3,0.5,3,0.02,1,"""Closed""",122
242964,2,300,3,0.5,3,0.02,1,"""Closed""",87
242972,2,300,3,0.5,3,0.02,1,"""Closed""",92
243322,2,300,3,0.5,3,0.02,1,"""Closed""",131
243474,2,300,3,0.5,3,0.02,1,"""Closed""",117
243520,2,300,3,0.5,3,0.02,1,"""Closed""",71
243545,2,300,3,0.5,3,0.02,1,"""Closed""",89
243680,2,300,3,0.5,3,0.02,1,"""Closed""",115
243703,2,300,3,0.5,3,0.02,1,"""Closed""",101
243716,2,300,3,0.5,3,0.02,1,"""Closed""",98
243738,2,300,3,0.5,3,0.02,1,"""Closed""",109
244248,2,300,3,0.5,3,0.02,1,"""Closed""",118
244255,2,300,3,0.5,3,0.02,1,"""Closed""",69
244341,2,300,3,0.5,3,0.02,1,"""Closed""",103
244468,2,300,3,0.5,3,0.02,1,"""Closed""",63
244475,2,300,3,0.5,3,0.02,1,"""Closed""",99
244496,2,300,3,0.5,3,0.02,1,"""Closed""",119
244532,2,300,3,0.5,3,0.02,1,"""Closed""",95
244546,2,300,3,0.5,3,0.02,1,"""Closed""",95
245006,2,300,3,0.5,3,0.02,1,"""Closed""",110
245063,2,300,3,0.5,3,0.02,1,"""Closed""",118
245130,2,300,3,0.5,3,0.02,1,"""Closed""",102
245269,2,300,3,0.5,3,0.02,1,"""Closed""",61
245286,2,300,3,0.5,3,0.02,1,"""Closed""",130
245325,2,300,3,0.5,3,0.02,1,"""Closed""",101
245326,2,300,3,0.5,3,0.02,1,"""Closed""",108
245371,2,300,3,0.5,3,0.02,1,"""Closed""",100
245772,2,300,3,0.5,3,0.02,1,"""Closed""",93
245893,2,300,3,0.5,3,0.02,1,"""Closed""",105
245983,2,300,3,0.5,3,0.02,1,"""Closed""",128
246039,2,300,3,0.5,3,0.02,1,"""Closed""",108
246051,2,300,3,0.5,3,0.02,1,"""Closed""",137
246119,2,300,3,0.5,3,0.02,1,"""Closed""",103
246140,2,300,3,0.5,3,0.02,1,"""Closed""",114
246292,2,300,3,0.5,3,0.02,1,"""Closed""",101
246586,2,300,3,0.5,3,0.02,1,"""Closed""",116
246675,2,300,3,0.5,3,0.02,1,"""Closed""",110
246775,2,300,3,0.5,3,0.02,1,"""Closed""",85
246783,2,300,3,0.5,3,0.02,1,"""Closed""",107
246873,2,300,3,0.5,3,0.02,1,"""Closed""",107
246925,2,300,3,0.5,3,0.02,1,"""Closed""",117
246946,2,300,3,0.5,3,0.02,1,"""Closed""",108
247158,2,300,3,0.5,3,0.02,1,"""Closed""",118
247335,2,300,3,0.5,3,0.02,1,"""Closed""",119
247472,2,300,3,0.5,3,0.02,1,"""Closed""",112
247538,2,300,3,0.5,3,0.02,1,"""Closed""",118
247604,2,300,3,0.5,3,0.02,1,"""Closed""",89
247681,2,300,3,0.5,3,0.02,1,"""Closed""",113
247717,2,300,3,0.5,3,0.02,1,"""Closed""",115
247832,2,300,3,0.5,3,0.02,1,"""Normal""",173
248051,2,300,3,0.5,3,0.02,1,"""Normal""",162
248135,2,300,3,0.5,3,0.02,1,"""Normal""",158
248252,2,300,3,0.5,3,0.02,1,"""Normal""",178
248303,2,300,3,0.5,3,0.02,1,"""Normal""",148
248422,2,300,3,0.5,3,0.02,1,"""Normal""",152
248478,2,300,3,0.5,3,0.02,1,"""Normal""",167
248505,2,300,3,0.5,3,0.02,1,"""Normal""",166
248611,2,300,3,0.5,3,0.02,1,"""Normal""",161
248948,2,300,3,0.5,3,0.02,1,"""Normal""",156
248965,2,300,3,0.5,3,0.02,1,"""Normal""",159
249094,2,300,3,0.5,3,0.02,1,"""Normal""",156
249097,2,300,3,0.5,3,0.02,1,"""Normal""",153
249178,2,300,3,0.5,3,0.02,1,"""Normal""",155
249248,2,300,3,0.5,3,0.02,1,"""Normal""",154
249275,2,300,3,0.5,3,0.02,1,"""Normal""",160
249396,2,300,3,0.5,3,0.02,1,"""Normal""",165
249715,2,300,3,0.5,3,0.02,1,"""Normal""",146
249826,2,300,3,0.5,3,0.02,1,"""Normal""",179
249946,2,300,3,0.5,3,0.02,1,"""Normal""",159
249953,2,300,3,0.5,3,0.02,1,"""Normal""",162
249978,2,300,3,0.5,3,0.02,1,"""Normal""",163
250000,2,300,3,0.5,3,0.02,1,"""Normal""",177
250001,2,300,3,0.5,3,0.02,1,"""Normal""",170
250295,2,300,3,0.5,3,0.02,1,"""Normal""",162
250559,2,300,3,0.5,3,0.02,1,"""Normal""",168
250594,2,300,3,0.5,3,0.02,1,"""Normal""",154
250736,2,300,3,0.5,3,0.02,1,"""Normal""",159
250767,2,300,3,0.5,3,0.02,1,"""Normal""",168
250769,2,300,3,0.5,3,0.02,1,"""Normal""",156
250781,2,300,3,0.5,3,0.02,1,"""Normal""",136
251035,2,300,3,0.5,3,0.02,1,"""Normal""",163
251076,2,300,3,0.5,3,0.02,1,"""Normal""",147
251342,2,300,3,0.5,3,0.02,1,"""Normal""",163
251391,2,300,3,0.5,3,0.02,1,"""Normal""",165
251442,2,300,3,0.5,3,0.02,1,"""Normal""",157
251498,2,300,3,0.5,3,0.02,1,"""Normal""",169
251585,2,300,3,0.5,3,0.02,1,"""Normal""",156
251748,2,300,3,0.5,3,0.02,1,"""Normal""",155
251771,2,300,3,0.5,3,0.02,1,"""Normal""",164
251991,2,300,3,0.5,3,0.02,1,"""Normal""",157
252130,2,300,3,0.5,3,0.02,1,"""Normal""",148
252167,2,300,3,0.5,3,0.02,1,"""Normal""",151
252176,2,300,3,0.5,3,0.02,1,"""Normal""",182
252275,2,300,3,0.5,3,0.02,1,"""Normal""",173
252298,2,300,3,0.5,3,0.02,1,"""Normal""",180
252488,2,300,3,0.5,3,0.02,1,"""Normal""",165
252683,2,300,3,0.5,3,0.02,1,"""Normal""",169
252918,2,300,3,0.5,3,0.02,1,"""Open""",184
252964,2,300,3,0.5,3,0.02,1,"""Open""",182
253019,2,300,3,0.5,3,0.02,1,"""Open""",185
253046,2,300,3,0.5,3,0.02,1,"""Open""",198
253052,2,300,3,0.5,3,0.02,1,"""Normal""",156
253074,2,300,3,0.5,3,0.02,1,"""Normal""",168
253267,2,300,3,0.5,3,0.02,1,"""Open""",181
253472,2,300,3,0.5,3,0.02,1,"""Open""",168
253745,2,300,3,0.5,3,0.02,1,"""Open""",176
253757,2,300,3,0.5,3,0.02,1,"""Open""",184
253798,2,300,3,0.5,3,0.02,1,"""Open""",176
253815,2,300,3,0.5,3,0.02,1,"""Open""",171
253868,2,300,3,0.5,3,0.02,1,"""Open""",182
253944,2,300,3,0.5,3,0.02,1,"""Open""",176
254062,2,300,3,0.5,3,0.02,1,"""Open""",182
254293,2,300,3,0.5,3,0.02,1,"""Open""",191
254489,2,300,3,0.5,3,0.02,1,"""Open""",175
254552,2,300,3,0.5,3,0.02,1,"""Open""",178
254570,2,300,3,0.5,3,0.02,1,"""Open""",175
254598,2,300,3,0.5,3,0.02,1,"""Open""",181
254671,2,300,3,0.5,3,0.02,1,"""Open""",177
254815,2,300,3,0.5,3,0.02,1,"""Open""",189
255076,2,300,3,0.5,3,0.02,1,"""Open""",183
255219,2,300,3,0.5,3,0.02,1,"""Open""",174
255235,2,300,3,0.5,3,0.02,1,"""Open""",191
255284,2,300,3,0.5,3,0.02,1,"""Open""",169
255343,2,300,3,0.5,3,0.02,1,"""Open""",170
255380,2,300,3,0.5,3,0.02,1,"""Open""",183
255470,2,300,3,0.5,3,0.02,1,"""Open""",174
255579,2,300,3,0.5,3,0.02,1,"""Open""",183
255878,2,300,3,0.5,3,0.02,1,"""Open""",183
256022,2,300,3,0.5,3,0.02,1,"""Open""",188
256072,2,300,3,0.5,3,0.02,1,"""Open""",171
256082,2,300,3,0.5,3,0.02,1,"""Open""",184
256163,2,300,3,0.5,3,0.02,1,"""Open""",169
256262,2,300,3,0.5,3,0.02,1,"""Open""",164
256325,2,300,3,0.5,3,0.02,1,"""Open""",184
256344,2,300,3,0.5,3,0.02,1,"""Open""",183
256656,2,300,3,0.5,3,0.02,1,"""Open""",190
256822,2,300,3,0.5,3,0.02,1,"""Open""",175
256843,2,300,3,0.5,3,0.02,1,"""Open""",170
256857,2,300,3,0.5,3,0.02,1,"""Open""",192
256931,2,300,3,0.5,3,0.02,1,"""Open""",189
257085,2,300,3,0.5,3,0.02,1,"""Open""",184
257157,2,300,3,0.5,3,0.02,1,"""Open""",187
257248,2,300,3,0.5,3,0.02,1,"""Open""",184
257424,2,300,3,0.5,3,0.02,1,"""Open""",178
257509,2,300,3,0.5,3,0.02,1,"""Open""",195
257576,2,300,3,0.5,3,0.02,1,"""Open""",183
257585,2,300,3,0.5,3,0.02,1,"""Open""",170
257713,2,300,3,0.5,3,0.02,1,"""Open""",198
257928,2,300,3,0.5,3,0.02,1,"""Open""",173
258146,2,300,3,0.75,3,0.02,1,"""Closed""",177
258168,2,300,3,0.75,3,0.02,1,"""Closed""",175
258314,2,300,3,0.75,3,0.02,1,"""Closed""",173
258322,2,300,3,0.75,3,0.02,1,"""Closed""",180
258353,2,300,3,0.75,3,0.02,1,"""Closed""",189
258429,2,300,3,0.75,3,0.02,1,"""Closed""",178
258455,2,300,3,0.75,3,0.02,1,"""Closed""",170
258721,2,300,3,0.75,3,0.02,1,"""Closed""",183
258896,2,300,3,0.75,3,0.02,1,"""Closed""",185
258930,2,300,3,0.75,3,0.02,1,"""Closed""",183
259112,2,300,3,0.75,3,0.02,1,"""Closed""",170
259123,2,300,3,0.75,3,0.02,1,"""Closed""",196
259194,2,300,3,0.75,3,0.02,1,"""Closed""",191
259233,2,300,3,0.75,3,0.02,1,"""Closed""",170
259256,2,300,3,0.75,3,0.02,1,"""Closed""",181
259521,2,300,3,0.75,3,0.02,1,"""Closed""",177
259635,2,300,3,0.75,3,0.02,1,"""Closed""",182
259734,2,300,3,0.75,3,0.02,1,"""Closed""",168
259841,2,300,3,0.75,3,0.02,1,"""Closed""",191
259842,2,300,3,0.75,3,0.02,1,"""Closed""",178
259972,2,300,3,0.75,3,0.02,1,"""Closed""",175
260209,2,300,3,0.75,3,0.02,1,"""Closed""",194
260263,2,300,3,0.75,3,0.02,1,"""Closed""",191
260306,2,300,3,0.75,3,0.02,1,"""Closed""",185
260464,2,300,3,0.75,3,0.02,1,"""Closed""",184
260518,2,300,3,0.75,3,0.02,1,"""Closed""",186
260621,2,300,3,0.75,3,0.02,1,"""Closed""",190
260664,2,300,3,0.75,3,0.02,1,"""Closed""",183
260756,2,300,3,0.75,3,0.02,1,"""Closed""",181
261007,2,300,3,0.75,3,0.02,1,"""Closed""",194
261111,2,300,3,0.75,3,0.02,1,"""Closed""",185
261217,2,300,3,0.75,3,0.02,1,"""Closed""",172
261233,2,300,3,0.75,3,0.02,1,"""Closed""",185
261283,2,300,3,0.75,3,0.02,1,"""Closed""",182
261437,2,300,3,0.75,3,0.02,1,"""Closed""",192
261489,2,300,3,0.75,3,0.02,1,"""Closed""",183
261506,2,300,3,0.75,3,0.02,1,"""Closed""",179
261783,2,300,3,0.75,3,0.02,1,"""Closed""",179
261995,2,300,3,0.75,3,0.02,1,"""Closed""",189
262002,2,300,3,0.75,3,0.02,1,"""Closed""",181
262012,2,300,3,0.75,3,0.02,1,"""Closed""",186
262060,2,300,3,0.75,3,0.02,1,"""Closed""",188
262267,2,300,3,0.75,3,0.02,1,"""Closed""",179
262291,2,300,3,0.75,3,0.02,1,"""Closed""",174
262346,2,300,3,0.75,3,0.02,1,"""Closed""",188
262551,2,300,3,0.75,3,0.02,1,"""Closed""",199
262763,2,300,3,0.75,3,0.02,1,"""Closed""",193
262766,2,300,3,0.75,3,0.02,1,"""Closed""",184
262873,2,300,3,0.75,3,0.02,1,"""Closed""",182
262978,2,300,3,0.75,3,0.02,1,"""Normal""",186
263058,2,300,3,0.75,3,0.02,1,"""Normal""",195
263102,2,300,3,0.75,3,0.02,1,"""Normal""",189
263139,2,300,3,0.75,3,0.02,1,"""Closed""",179
263340,2,300,3,0.75,3,0.02,1,"""Normal""",179
263531,2,300,3,0.75,3,0.02,1,"""Normal""",185
263563,2,300,3,0.75,3,0.02,1,"""Normal""",198
263657,2,300,3,0.75,3,0.02,1,"""Normal""",190
263723,2,300,3,0.75,3,0.02,1,"""Normal""",195
263864,2,300,3,0.75,3,0.02,1,"""Normal""",188
263919,2,300,3,0.75,3,0.02,1,"""Normal""",194
264090,2,300,3,0.75,3,0.02,1,"""Normal""",193
264133,2,300,3,0.75,3,0.02,1,"""Normal""",180
264332,2,300,3,0.75,3,0.02,1,"""Normal""",179
264369,2,300,3,0.75,3,0.02,1,"""Normal""",201
264475,2,300,3,0.75,3,0.02,1,"""Normal""",194
264531,2,300,3,0.75,3,0.02,1,"""Normal""",173
264618,2,300,3,0.75,3,0.02,1,"""Normal""",192
264735,2,300,3,0.75,3,0.02,1,"""Normal""",198
264852,2,300,3,0.75,3,0.02,1,"""Normal""",182
265018,2,300,3,0.75,3,0.02,1,"""Normal""",203
265134,2,300,3,0.75,3,0.02,1,"""Normal""",189
265252,2,300,3,0.75,3,0.02,1,"""Normal""",187
265322,2,300,3,0.75,3,0.02,1,"""Normal""",174
265355,2,300,3,0.75,3,0.02,1,"""Normal""",199
265360,2,300,3,0.75,3,0.02,1,"""Normal""",178
265440,2,300,3,0.75,3,0.02,1,"""Normal""",192
265539,2,300,3,0.75,3,0.02,1,"""Normal""",187
265934,2,300,3,0.75,3,0.02,1,"""Normal""",183
265940,2,300,3,0.75,3,0.02,1,"""Normal""",179
266059,2,300,3,0.75,3,0.02,1,"""Normal""",184
266096,2,300,3,0.75,3,0.02,1,"""Normal""",196
266126,2,300,3,0.75,3,0.02,1,"""Normal""",184
266254,2,300,3,0.75,3,0.02,1,"""Normal""",177
266278,2,300,3,0.75,3,0.02,1,"""Normal""",201
266337,2,300,3,0.75,3,0.02,1,"""Normal""",185
266671,2,300,3,0.75,3,0.02,1,"""Normal""",192
266860,2,300,3,0.75,3,0.02,1,"""Normal""",207
266876,2,300,3,0.75,3,0.02,1,"""Normal""",188
266916,2,300,3,0.75,3,0.02,1,"""Normal""",191
266926,2,300,3,0.75,3,0.02,1,"""Normal""",183
267068,2,300,3,0.75,3,0.02,1,"""Normal""",195
267082,2,300,3,0.75,3,0.02,1,"""Normal""",189
267092,2,300,3,0.75,3,0.02,1,"""Normal""",188
267451,2,300,3,0.75,3,0.02,1,"""Normal""",189
267652,2,300,3,0.75,3,0.02,1,"""Normal""",186
267745,2,300,3,0.75,3,0.02,1,"""Normal""",191
267754,2,300,3,0.75,3,0.02,1,"""Normal""",189
267760,2,300,3,0.75,3,0.02,1,"""Normal""",184
267850,2,300,3,0.75,3,0.02,1,"""Normal""",187
267853,2,300,3,0.75,3,0.02,1,"""Open""",189
267891,2,300,3,0.75,3,0.02,1,"""Normal""",185
268255,2,300,3,0.75,3,0.02,1,"""Open""",206
268445,2,300,3,0.75,3,0.02,1,"""Open""",186
268541,2,300,3,0.75,3,0.02,1,"""Open""",172
268575,2,300,3,0.75,3,0.02,1,"""Open""",187
268623,2,300,3,0.75,3,0.02,1,"""Open""",207
268642,2,300,3,0.75,3,0.02,1,"""Open""",187
268654,2,300,3,0.75,3,0.02,1,"""Open""",186
268655,2,300,3,0.75,3,0.02,1,"""Open""",187
269091,2,300,3,0.75,3,0.02,1,"""Open""",189
269250,2,300,3,0.75,3,0.02,1,"""Open""",195
269332,2,300,3,0.75,3,0.02,1,"""Open""",186
269358,2,300,3,0.75,3,0.02,1,"""Open""",186
269402,2,300,3,0.75,3,0.02,1,"""Open""",193
269449,2,300,3,0.75,3,0.02,1,"""Open""",191
269497,2,300,3,0.75,3,0.02,1,"""Open""",193
269555,2,300,3,0.75,3,0.02,1,"""Open""",186
269860,2,300,3,0.75,3,0.02,1,"""Open""",191
270027,2,300,3,0.75,3,0.02,1,"""Open""",191
270132,2,300,3,0.75,3,0.02,1,"""Open""",199
270137,2,300,3,0.75,3,0.02,1,"""Open""",196
270215,2,300,3,0.75,3,0.02,1,"""Open""",197
270290,2,300,3,0.75,3,0.02,1,"""Open""",182
270421,2,300,3,0.75,3,0.02,1,"""Open""",187
270428,2,300,3,0.75,3,0.02,1,"""Open""",183
270575,2,300,3,0.75,3,0.02,1,"""Open""",189
270841,2,300,3,0.75,3,0.02,1,"""Open""",185
270891,2,300,3,0.75,3,0.02,1,"""Open""",195
270916,2,300,3,0.75,3,0.02,1,"""Open""",187
270966,2,300,3,0.75,3,0.02,1,"""Open""",195
271078,2,300,3,0.75,3,0.02,1,"""Open""",182
271154,2,300,3,0.75,3,0.02,1,"""Open""",190
271345,2,300,3,0.75,3,0.02,1,"""Open""",183
271477,2,300,3,0.75,3,0.02,1,"""Open""",196
271577,2,300,3,0.75,3,0.02,1,"""Open""",201
271695,2,300,3,0.75,3,0.02,1,"""Open""",187
271709,2,300,3,0.75,3,0.02,1,"""Open""",185
271840,2,300,3,0.75,3,0.02,1,"""Open""",186
271902,2,300,3,0.75,3,0.02,1,"""Open""",207
271928,2,300,3,0.75,3,0.02,1,"""Open""",180
272125,2,300,3,0.75,3,0.02,1,"""Open""",181
272369,2,300,3,0.75,3,0.02,1,"""Open""",192
272384,2,300,3,0.75,3,0.02,1,"""Open""",212
272507,2,300,3,0.75,3,0.02,1,"""Open""",194
272522,2,300,3,0.75,3,0.02,1,"""Open""",196
272631,2,300,3,0.75,3,0.02,1,"""Open""",189
272713,2,300,3,0.75,3,0.02,1,"""Open""",192
272715,2,300,3,0.75,3,0.02,1,"""Open""",188
272988,2,300,3,0.75,3,0.02,1,"""Open""",206
273122,3,300,1,0.25,3,0.02,1,"""Closed""",1
273295,3,300,1,0.25,3,0.02,1,"""Closed""",1
273305,3,300,1,0.25,3,0.02,1,"""Closed""",3
273345,3,300,1,0.25,3,0.02,1,"""Closed""",3
273386,2,300,3,0.75,3,0.02,1,"""Open""",194
273471,3,300,1,0.25,3,0.02,1,"""Closed""",6
273492,3,300,1,0.25,3,0.02,1,"""Closed""",1
273783,3,300,1,0.25,3,0.02,1,"""Closed""",1
273867,3,300,1,0.25,3,0.02,1,"""Closed""",3
274086,3,300,1,0.25,3,0.02,1,"""Closed""",3
274105,3,300,1,0.25,3,0.02,1,"""Closed""",0
274170,3,300,1,0.25,3,0.02,1,"""Closed""",3
274277,3,300,1,0.25,3,0.02,1,"""Closed""",3
274282,3,300,1,0.25,3,0.02,1,"""Closed""",2
274298,3,300,1,0.25,3,0.02,1,"""Closed""",2
274568,3,300,1,0.25,3,0.02,1,"""Closed""",6
274685,3,300,1,0.25,3,0.02,1,"""Closed""",4
274849,3,300,1,0.25,3,0.02,1,"""Closed""",2
274869,3,300,1,0.25,3,0.02,1,"""Closed""",4
274969,3,300,1,0.25,3,0.02,1,"""Closed""",3
275022,3,300,1,0.25,3,0.02,1,"""Closed""",4
275096,3,300,1,0.25,3,0.02,1,"""Closed""",3
275176,3,300,1,0.25,3,0.02,1,"""Closed""",4
275429,3,300,1,0.25,3,0.02,1,"""Closed""",1
275578,3,300,1,0.25,3,0.02,1,"""Closed""",4
275623,3,300,1,0.25,3,0.02,1,"""Closed""",1
275630,3,300,1,0.25,3,0.02,1,"""Closed""",2
275710,3,300,1,0.25,3,0.02,1,"""Closed""",1
275871,3,300,1,0.25,3,0.02,1,"""Closed""",4
275894,3,300,1,0.25,3,0.02,1,"""Closed""",2
276261,3,300,1,0.25,3,0.02,1,"""Closed""",3
276304,3,300,1,0.25,3,0.02,1,"""Closed""",6
276314,3,300,1,0.25,3,0.02,1,"""Closed""",1
276369,3,300,1,0.25,3,0.02,1,"""Closed""",0
276423,3,300,1,0.25,3,0.02,1,"""Closed""",7
276448,3,300,1,0.25,3,0.02,1,"""Closed""",2
276617,3,300,1,0.25,3,0.02,1,"""Closed""",1
276677,3,300,1,0.25,3,0.02,1,"""Closed""",1
277009,3,300,1,0.25,3,0.02,1,"""Closed""",4
277097,3,300,1,0.25,3,0.02,1,"""Closed""",5
277167,3,300,1,0.25,3,0.02,1,"""Closed""",2
277169,3,300,1,0.25,3,0.02,1,"""Closed""",0
277230,3,300,1,0.25,3,0.02,1,"""Closed""",1
277443,3,300,1,0.25,3,0.02,1,"""Closed""",3
277444,3,300,1,0.25,3,0.02,1,"""Closed""",2
277477,3,300,1,0.25,3,0.02,1,"""Closed""",3
277781,3,300,1,0.25,3,0.02,1,"""Closed""",2
